Age,Sex,Race,Marital status?,Education,Employement,Incomes,How many books did you read during last 12months?,Read any printed books during last 12months?,Read any audiobooks during last 12months?,Read any e-books during last 12months?,"Last book you read, you…",Do you happen to read any daily news or newspapers?,Do you happen to read any magazines or journals?
22,Male,White,Married,"Some college, no 4-year degree",Employed full-time,"$20,000 to under $30,000",10,Yes,Yes,No,Purchased the book,Yes,Yes
22,Female,White,Never been married,"Some college, no 4-year degree",Employed full-time,"Less than $10,000",10,Yes,Yes,No,Borrowed the book from a friend or family member,Yes,No
22,Female,White,Married,College graduate,Employed full-time,"$20,000 to under $30,000",10,Yes,No,No,Borrowed the book from a friend or family member,No,No
21,Female,White,Living with a partner,"Some college, no 4-year degree",Employed part-time,"$10,000 to under $20,000",10,Yes,No,No,Borrowed the book from a friend or family member,No,Yes
21,Male,White,Never been married,"Some college, no 4-year degree",Employed part-time,"$75,000 to under $100,000",10,Yes,No,No,Borrowed the book from a friend or family member,No,No
20,Female,White,Never been married,"Some college, no 4-year degree",Employed part-time,"$50,000 to under $75,000",10,Yes,No,No,Purchased the book,No,Yes
19,Male,White,Never been married,High school graduate,Employed full-time,"$20,000 to under $30,000",10,Yes,No,Yes,Purchased the book,Yes,Yes
19,Female,White,Never been married,"Some college, no 4-year degree",Not employed for pay,"$50,000 to under $75,000",10,Yes,No,No,Borrowed the book from a library,No,Yes
19,Female,White,Never been married,High school graduate,Not employed for pay,"$100,000 to under $150,000",10,Yes,No,No,Purchased the book,No,No
19,Female,White,Married,High school graduate,Not employed for pay,"$10,000 to under $20,000",10,Yes,No,No,Purchased the book,No,No
18,Male,White,Never been married,High school graduate,Employed full-time,"$30,000 to under $40,000",10,Yes,Yes,No,Borrowed the book from a friend or family member,No,No
17,Male,White,Never been married,High school incomplete,Employed part-time,"9$100,000 to under $150,000",10,Yes,No,Yes,Borrowed the book from a friend or family member,Yes,No
17,Female,White,Never been married,High school incomplete,Not employed for pay,"9$100,000 to under $150,000",10,Yes,No,No,Got the book some other way,No,No
17,Female,White,Single,High school incomplete,Employed part-time,"$40,000 to under $50,000",10,Yes,No,Yes,Got the book some other way,No,No
17,Male,White,Never been married,High school incomplete,Not employed for pay,"$50,000 to under $75,000",10,Yes,No,No,Borrowed the book from a friend or family member,No,No
16,Female,White,Never been married,High school incomplete,Student,"9$100,000 to under $150,000",10,Yes,No,Yes,Borrowed the book from a friend or family member,No,Yes
16,Female,White,Never been married,High school incomplete,Not employed for pay,"9$100,000 to under $150,000",10,No,Yes,No,Purchased the book,No,No
70,Female,Refused,Widowed,High school graduate,Retired,Refused,9,Yes,No,No,Purchased the book,Yes,No
16,Female,Other,Never been married,High school incomplete,Not employed for pay,"9$100,000 to under $150,000",9,Yes,No,No,Purchased the book,Yes,No
28,Male,Black or African-American,Married,High school graduate,Employed full-time,"9$100,000 to under $150,000",9,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
78,Female,White,Never been married,Post-graduate training/professional school after college,Employed part-time,"$20,000 to under $30,000",9,Yes,No,No,Purchased the book,Yes,No
78,Female,White,Widowed,High school incomplete,Retired,"9$100,000 to under $150,000",9,Yes,No,No,Got the book some other way,Yes,No
56,Male,White,Married,College graduate,Employed full-time,"$100,000 to under $150,000",9,No,No,No,Borrowed the book from a friend or family member,Yes,Yes
52,Male,White,Married,Post-graduate training/professional school after college,Have own business/self-employed,"$100,000 to under $150,000",9,Yes,No,No,Purchased the book,No,No
44,Male,White,Married,College graduate,Employed full-time,"$100,000 to under $150,000",9,Yes,No,No,Purchased the book,Yes,Yes
33,Male,White,Never been married,College graduate,Employed full-time,"$40,000 to under $50,000",9,Yes,No,No,Purchased the book,No,No
21,Male,White,Never been married,"Some college, no 4-year degree",Employed part-time,"$40,000 to under $50,000",9,Yes,No,Yes,Purchased the book,Yes,Yes
19,Female,White,Never been married,"Some college, no 4-year degree",Employed full-time,"Less than $10,000",9,Yes,No,No,Purchased the book,No,No
56,Male,Refused,Divorced,College graduate,Not employed for pay,"$75,000 to under $100,000",8,Yes,No,No,Purchased the book,No,Yes
20,Male,Mixed race,Never been married,"Some college, no 4-year degree",Employed part-time,"$50,000 to under $75,000",8,Yes,No,Yes,Purchased the book,No,No
31,Male,Asian or Pacific Islander,Never been married,Post-graduate training/professional school after college,Employed full-time,"$30,000 to under $40,000",8,Yes,No,No,Borrowed the book from a library,Yes,Yes
26,Male,Asian or Pacific Islander,Never been married,College graduate,Employed full-time,"$100,000 to under $150,000",8,Yes,No,Yes,Borrowed the book from a friend or family member,No,Yes
50,Male,Black or African-American,Married,High school incomplete,Have own business/self-employed,"Less than $10,000",8,Yes,No,No,Purchased the book,Yes,Yes
35,Female,Black or African-American,Never been married,High school graduate,Employed part-time,"$10,000 to under $20,000",8,No,No,Yes,Borrowed the book from a friend or family member,No,Yes
23,Male,Black or African-American,Never been married,"Some college, no 4-year degree",Employed full-time,"$50,000 to under $75,000",8,Yes,No,No,Purchased the book,No,Yes
18,Male,Black or African-American,Never been married,High school graduate,Not employed for pay,"9$100,000 to under $150,000",8,No,No,No,Got the book some other way,No,No
87,Female,White,Widowed,College graduate,Retired,"$40,000 to under $50,000",8,No,No,Yes,Borrowed the book from a friend or family member,Yes,Yes
81,Male,White,Married,College graduate,Retired,"$100,000 to under $150,000",8,Yes,No,No,Purchased the book,Yes,No
81,Female,White,Widowed,"Some college, no 4-year degree",Retired,Refused,8,Yes,No,Yes,Borrowed the book from a library,Yes,Yes
75,Male,White,Widowed,"Some college, no 4-year degree",Retired,"$75,000 to under $100,000",8,Yes,No,No,Purchased the book,Yes,Yes
71,Male,White,Married,Post-graduate training/professional school after college,Retired,"$75,000 to under $100,000",8,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
65,Female,White,Married,Post-graduate training/professional school after college,Employed full-time,"$100,000 to under $150,000",8,Yes,Yes,Yes,Borrowed the book from a library,Yes,Yes
63,Male,White,Widowed,Post-graduate training/professional school after college,Retired,Refused,8,Yes,No,No,Purchased the book,No,Yes
63,Male,White,Never been married,High school graduate,Retired,"$20,000 to under $30,000",8,Yes,No,No,Purchased the book,Yes,Yes
63,Male,White,Married,Post-graduate training/professional school after college,Employed full-time,"$100,000 to under $150,000",8,No,No,Yes,Got the book some other way,Yes,Yes
62,Female,White,Widowed,High school incomplete,Employed full-time,"$30,000 to under $40,000",8,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
61,Female,White,Divorced,"Some college, no 4-year degree",Employed full-time,"$50,000 to under $75,000",8,Yes,No,No,Purchased the book,Yes,No
61,Female,White,Married,Post-graduate training/professional school after college,Employed full-time,Refused,8,Yes,Yes,Yes,Purchased the book,Yes,No
60,Female,White,Married,Post-graduate training/professional school after college,Retired,"$50,000 to under $75,000",8,Yes,Yes,No,Borrowed the book from a friend or family member,Yes,No
60,Male,White,Married,Post-graduate training/professional school after college,Employed full-time,"$100,000 to under $150,000",8,Yes,No,Yes,Got the book some other way,Yes,Yes
60,Male,White,Married,High school graduate,Employed full-time,Refused,8,Yes,No,No,Purchased the book,Yes,Yes
58,Female,White,Married,"Some college, no 4-year degree",Retired,"$100,000 to under $150,000",8,Yes,No,Yes,Purchased the book,Yes,Yes
57,Female,White,Married,High school graduate,Employed part-time,"$100,000 to under $150,000",8,Yes,No,Yes,Got the book some other way,Yes,Yes
56,Male,White,Married,High school graduate,Employed full-time,"$75,000 to under $100,000",8,Yes,No,No,Purchased the book,Yes,Yes
55,Female,White,Married,College graduate,Employed part-time,"$50,000 to under $75,000",8,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
55,Male,White,Married,Post-graduate training/professional school after college,Employed full-time,"$100,000 to under $150,000",8,Yes,No,Yes,Got the book some other way,Yes,Yes
55,Female,White,Married,High school graduate,Retired,"$100,000 to under $150,000",8,Yes,Yes,No,Purchased the book,Yes,Yes
53,Female,White,Married,Post-graduate training/professional school after college,Employed full-time,"$100,000 to under $150,000",8,Yes,No,No,Purchased the book,Yes,Yes
50,Male,White,Never been married,"Some college, no 4-year degree",Employed full-time,"$50,000 to under $75,000",8,Yes,No,No,Borrowed the book from a friend or family member,Yes,No
50,Female,White,Married,High school graduate,Employed full-time,Refused,8,Yes,No,No,Got the book some other way,Yes,No
47,Female,White,Divorced,"Some college, no 4-year degree",Employed full-time,"9$100,000 to under $150,000",8,Yes,No,No,Purchased the book,Yes,No
47,Female,White,Married,High school graduate,Employed full-time,"$30,000 to under $40,000",8,Yes,No,Yes,Purchased the book,No,No
47,Male,White,Married,Post-graduate training/professional school after college,Employed full-time,"$100,000 to under $150,000",8,Yes,No,No,Purchased the book,Yes,Yes
46,Male,White,Never been married,"Some college, no 4-year degree",Employed full-time,"$50,000 to under $75,000",8,Yes,Yes,No,Purchased the book,Yes,Yes
45,Female,White,Married,"Some college, no 4-year degree",Employed full-time,"$100,000 to under $150,000",8,Yes,No,Yes,Borrowed the book from a friend or family member,Yes,No
44,Female,White,Separated,Post-graduate training/professional school after college,Employed full-time,"$100,000 to under $150,000",8,Yes,No,Yes,Purchased the book,Yes,Yes
42,Male,White,Married,College graduate,Employed full-time,"$100,000 to under $150,000",8,Yes,No,Yes,Purchased the book,No,Yes
41,Male,White,Never been married,Post-graduate training/professional school after college,Employed full-time,"$100,000 to under $150,000",8,Yes,Yes,Yes,Purchased the book,Yes,Yes
40,Female,White,Married,"Some college, no 4-year degree",Employed full-time,Refused,8,Yes,No,No,Got the book some other way,No,Yes
37,Female,White,Married,College graduate,Employed part-time,"$50,000 to under $75,000",8,Yes,No,No,Purchased the book,No,No
36,Female,White,Married,Post-graduate training/professional school after college,Employed full-time,"$100,000 to under $150,000",8,Yes,No,No,Purchased the book,Yes,Yes
35,Female,White,Married,Post-graduate training/professional school after college,Not employed for pay,"$100,000 to under $150,000",8,Yes,No,Yes,Purchased the book,Yes,Yes
35,Male,White,Married,College graduate,Employed full-time,"$75,000 to under $100,000",8,Yes,No,Yes,Purchased the book,Yes,No
35,Male,White,Married,Post-graduate training/professional school after college,Employed full-time,"$100,000 to under $150,000",8,Yes,No,No,Purchased the book,Yes,No
34,Male,White,Living with a partner,College graduate,Employed full-time,"$75,000 to under $100,000",8,Yes,No,No,Borrowed the book from a friend or family member,Don’t know,No
34,Female,White,Living with a partner,"Some college, no 4-year degree",Not employed for pay,"$50,000 to under $75,000",8,Yes,No,No,Purchased the book,Yes,No
34,Female,White,Married,Post-graduate training/professional school after college,Employed full-time,"$100,000 to under $150,000",8,Yes,No,Yes,Purchased the book,No,Yes
32,Female,White,Married,College graduate,Employed full-time,"$100,000 to under $150,000",8,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
32,Female,White,Married,High school graduate,Employed full-time,"9$100,000 to under $150,000",8,Yes,No,No,Purchased the book,Yes,Yes
32,Female,White,Married,Post-graduate training/professional school after college,Student,"$30,000 to under $40,000",8,Yes,Yes,No,Got the book some other way,Yes,Yes
31,Female,White,Never been married,High school graduate,Not employed for pay,"$20,000 to under $30,000",8,Yes,No,No,Purchased the book,No,No
30,Female,White,Separated,High school incomplete,Not employed for pay,"Less than $10,000",8,Yes,No,No,Got the book some other way,No,No
30,Male,White,Married,Post-graduate training/professional school after college,Employed full-time,"$40,000 to under $50,000",8,Yes,No,No,Got the book some other way,No,Yes
28,Female,White,Married,"Some college, no 4-year degree",Employed full-time,"$30,000 to under $40,000",8,Yes,No,No,Purchased the book,No,No
27,Male,White,Married,High school graduate,Employed full-time,"$50,000 to under $75,000",8,Yes,Yes,Yes,Purchased the book,No,No
27,Male,White,Living with a partner,Post-graduate training/professional school after college,Employed full-time,"$50,000 to under $75,000",8,Yes,Yes,No,Got the book some other way,Yes,Yes
27,Male,White,Married,Post-graduate training/professional school after college,Employed full-time,"$40,000 to under $50,000",8,Yes,Yes,No,Borrowed the book from a library,No,Don’t know
22,Female,White,Never been married,Post-graduate training/professional school after college,Employed full-time,"$50,000 to under $75,000",8,Yes,No,Yes,Purchased the book,No,No
22,Female,White,Never been married,College graduate,Employed part-time,"9$100,000 to under $150,000",8,Yes,No,No,Purchased the book,Yes,No
21,Male,White,Never been married,"Some college, no 4-year degree",Employed part-time,"$10,000 to under $20,000",8,Yes,No,No,Borrowed the book from a friend or family member,No,No
21,Male,White,Never been married,High school graduate,Employed full-time,"$10,000 to under $20,000",8,Yes,No,No,Borrowed the book from a friend or family member,No,No
21,Male,White,Never been married,"Some college, no 4-year degree",Employed part-time,"$100,000 to under $150,000",8,Yes,No,No,Borrowed the book from a friend or family member,No,No
21,Male,White,Never been married,"Some college, no 4-year degree",Employed part-time,"$50,000 to under $75,000",8,Yes,No,Yes,Purchased the book,Yes,No
18,Male,White,Never been married,High school graduate,Not employed for pay,"$50,000 to under $75,000",8,Yes,No,Yes,Borrowed the book from a friend or family member,No,No
17,Female,White,Never been married,High school incomplete,Not employed for pay,"9$100,000 to under $150,000",8,Yes,No,No,Purchased the book,No,Yes
17,Male,White,Never been married,High school graduate,Employed part-time,"$40,000 to under $50,000",8,Yes,No,No,Purchased the book,Yes,No
16,Male,White,Never been married,High school incomplete,Not employed for pay,"9$100,000 to under $150,000",8,Yes,No,No,Got the book some other way,Yes,No
63,Female,Refused,Married,Don’t know,Other,Refused,7,Yes,No,No,Purchased the book,Yes,Yes
43,Female,Don’t know,Married,"Some college, no 4-year degree",Employed full-time,"$75,000 to under $100,000",7,Yes,No,Yes,Purchased the book,Yes,Yes
21,Male,Other,Never been married,High school graduate,Employed full-time,"$30,000 to under $40,000",7,Yes,No,Yes,Purchased the book,No,No
27,Male,Mixed race,Never been married,College graduate,Employed full-time,"$50,000 to under $75,000",7,Yes,No,No,Purchased the book,No,No
60,Female,Asian or Pacific Islander,Married,College graduate,Employed full-time,"$50,000 to under $75,000",7,No,No,Yes,Purchased the book,Yes,No
48,Female,Asian or Pacific Islander,Married,College graduate,Employed full-time,"$75,000 to under $100,000",7,Yes,No,Yes,Borrowed the book from a library,No,No
27,Female,Asian or Pacific Islander,Married,"Some college, no 4-year degree",Student,"$75,000 to under $100,000",7,Yes,No,No,Purchased the book,No,No
20,Female,Asian or Pacific Islander,Never been married,"Some college, no 4-year degree",Student,"$30,000 to under $40,000",7,Yes,No,Yes,Borrowed the book from a library,No,No
19,Male,Asian or Pacific Islander,Never been married,High school graduate,Not employed for pay,"$100,000 to under $150,000",7,Yes,Yes,Yes,Purchased the book,No,Yes
64,Female,Black or African-American,Divorced,"Some college, no 4-year degree",Retired,Refused,7,Yes,No,No,Purchased the book,Yes,Yes
47,Female,Black or African-American,Widowed,"Some college, no 4-year degree",Retired,"9$100,000 to under $150,000",7,Yes,No,No,Purchased the book,Yes,Yes
39,Female,Black or African-American,Married,Post-graduate training/professional school after college,Employed full-time,"$100,000 to under $150,000",7,Yes,Yes,Yes,Purchased the book,No,No
38,Male,Black or African-American,Married,College graduate,Employed full-time,"$20,000 to under $30,000",7,Yes,Yes,No,Borrowed the book from a friend or family member,Yes,Yes
36,Female,Black or African-American,Married,College graduate,Employed full-time,"$50,000 to under $75,000",7,Yes,No,No,Borrowed the book from a friend or family member,No,Yes
22,Male,Black or African-American,Never been married,"Some college, no 4-year degree",Employed part-time,"$100,000 to under $150,000",7,Yes,Yes,No,Purchased the book,No,No
22,Male,Black or African-American,Never been married,College graduate,Employed full-time,"9$100,000 to under $150,000",7,No,No,Yes,Got the book some other way,No,No
22,Male,Black or African-American,Never been married,High school graduate,Employed part-time,"9$100,000 to under $150,000",7,Yes,No,No,Borrowed the book from a friend or family member,Yes,No
17,Male,Black or African-American,Never been married,High school incomplete,Employed part-time,"9$100,000 to under $150,000",7,Yes,No,No,Got the book some other way,No,No
91,Female,White,Widowed,High school graduate,Retired,Refused,7,Yes,No,No,Borrowed the book from a library,Yes,No
74,Female,White,Married,High school graduate,Retired,"$40,000 to under $50,000",7,Yes,No,Yes,Purchased the book,No,No
69,Female,White,Widowed,College graduate,Retired,"$50,000 to under $75,000",7,Yes,No,Yes,Borrowed the book from a friend or family member,No,No
65,Female,White,Married,"Some college, no 4-year degree",Retired,"$75,000 to under $100,000",7,Yes,No,No,Purchased the book,No,No
64,Male,White,Divorced,High school incomplete,Disabled,"$10,000 to under $20,000",7,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
58,Male,White,Married,Post-graduate training/professional school after college,Employed full-time,"$100,000 to under $150,000",7,Yes,No,Yes,Purchased the book,No,Yes
57,Female,White,Divorced,College graduate,Employed full-time,"$50,000 to under $75,000",7,Yes,No,Yes,Borrowed the book from a friend or family member,No,Yes
52,Female,White,Divorced,High school graduate,Employed full-time,"$50,000 to under $75,000",7,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
47,Male,White,Living with a partner,"Some college, no 4-year degree",Employed full-time,"$100,000 to under $150,000",7,Yes,No,No,Purchased the book,Yes,Yes
47,Male,White,Married,College graduate,Employed full-time,"$30,000 to under $40,000",7,Yes,No,No,Borrowed the book from a library,Yes,No
47,Female,White,Married,Post-graduate training/professional school after college,Other,Refused,7,Yes,No,Yes,Borrowed the book from a library,No,Yes
41,Female,White,Divorced,"Some college, no 4-year degree",Not employed for pay,"Less than $10,000",7,Yes,No,No,Purchased the book,No,No
40,Female,White,Married,College graduate,Have own business/self-employed,"$100,000 to under $150,000",7,Yes,No,No,Borrowed the book from a friend or family member,No,Yes
32,Female,White,Married,High school graduate,Not employed for pay,"$100,000 to under $150,000",7,Yes,No,No,Purchased the book,Yes,No
31,Male,White,Married,College graduate,Employed full-time,"$100,000 to under $150,000",7,Yes,No,Yes,Purchased the book,Yes,No
29,Female,White,Married,College graduate,Employed full-time,"$100,000 to under $150,000",7,Yes,No,Yes,Purchased the book,No,No
25,Female,White,Living with a partner,High school graduate,Employed full-time,"$20,000 to under $30,000",7,Yes,No,No,Borrowed the book from a friend or family member,No,No
25,Male,White,Never been married,High school graduate,Not employed for pay,"$10,000 to under $20,000",7,Yes,No,No,Purchased the book,Yes,Yes
24,Female,White,Never been married,College graduate,Not employed for pay,"$100,000 to under $150,000",7,Yes,Yes,Yes,Purchased the book,No,No
24,Female,White,Married,Post-graduate training/professional school after college,Employed full-time,"$40,000 to under $50,000",7,Yes,No,Yes,Borrowed the book from a friend or family member,No,No
22,Female,White,Never been married,College graduate,Student,"9$100,000 to under $150,000",7,Yes,No,No,Borrowed the book from a library,No,Yes
21,Female,White,Never been married,"Some college, no 4-year degree",Not employed for pay,"$50,000 to under $75,000",7,Yes,No,Yes,Borrowed the book from a friend or family member,Yes,Yes
21,Female,White,Single,"Some college, no 4-year degree",Not employed for pay,"9$100,000 to under $150,000",7,Yes,No,No,Purchased the book,No,No
21,Male,White,Never been married,"Technical, trade or vocational school AFTER high school",Employed part-time,"$40,000 to under $50,000",7,Yes,No,No,Purchased the book,No,Yes
20,Male,White,Never been married,High school graduate,Employed part-time,"$50,000 to under $75,000",7,Yes,No,No,Purchased the book,No,No
20,Male,White,Never been married,"Some college, no 4-year degree",Not employed for pay,"$100,000 to under $150,000",7,Yes,No,Yes,Borrowed the book from a friend or family member,Yes,No
18,Male,White,Never been married,High school incomplete,Not employed for pay,"9$100,000 to under $150,000",7,Yes,No,Yes,Got the book some other way,No,No
18,Female,White,Never been married,High school graduate,Employed part-time,"$75,000 to under $100,000",7,Yes,No,No,Purchased the book,Yes,Yes
17,Male,White,Never been married,High school graduate,Not employed for pay,"9$100,000 to under $150,000",7,Yes,No,No,Purchased the book,No,No
17,Male,White,Never been married,High school incomplete,Employed part-time,"$100,000 to under $150,000",7,Yes,No,No,Got the book some other way,Yes,No
16,Male,White,Never been married,High school incomplete,Employed part-time,"9$100,000 to under $150,000",7,Yes,No,Yes,Borrowed the book from a friend or family member,Yes,No
65,Male,Refused,Married,Post-graduate training/professional school after college,Retired,"$50,000 to under $75,000",6,Yes,No,No,Purchased the book,Yes,Yes
36,Male,Don’t know,Married,College graduate,Employed full-time,"$75,000 to under $100,000",6,Yes,Yes,Yes,Purchased the book,No,Yes
67,Male,Other,Divorced,High school graduate,Retired,"Less than $10,000",6,Yes,No,No,Purchased the book,Yes,No
58,Female,Other,Married,"Some college, no 4-year degree",Not employed for pay,Refused,6,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
27,Female,Other,Never been married,College graduate,Employed part-time,"$50,000 to under $75,000",6,No,No,Yes,Got the book some other way,No,No
18,Male,Other,Never been married,High school incomplete,Not employed for pay,"$30,000 to under $40,000",6,Yes,Yes,Yes,Got the book some other way,Yes,Yes
66,Male,Native American/American Indian,Married,Post-graduate training/professional school after college,Retired,Refused,6,Yes,No,No,Purchased the book,Yes,No
37,Female,Native American/American Indian,Divorced,College graduate,Not employed for pay,"Less than $10,000",6,Yes,No,Yes,Got the book some other way,Yes,Yes
48,Female,Mixed race,Living with a partner,"Some college, no 4-year degree",Employed full-time,"$75,000 to under $100,000",6,Yes,Yes,Yes,Got the book some other way,Yes,Yes
35,Male,Mixed race,Living with a partner,"Some college, no 4-year degree",Not employed for pay,"$20,000 to under $30,000",6,Yes,No,Yes,Got the book some other way,No,Yes
30,Male,Mixed race,Never been married,College graduate,Employed full-time,"$50,000 to under $75,000",6,Yes,No,No,Borrowed the book from a friend or family member,No,No
39,Female,Asian or Pacific Islander,Married,College graduate,Employed full-time,"$75,000 to under $100,000",6,No,No,Yes,Purchased the book,No,Yes
60,Male,Black or African-American,Married,High school graduate,Retired,"$30,000 to under $40,000",6,No,No,No,9,Yes,No
57,Female,Black or African-American,Married,College graduate,Employed full-time,"$100,000 to under $150,000",6,No,No,Yes,Purchased the book,Yes,Yes
56,Female,Black or African-American,Divorced,Post-graduate training/professional school after college,Employed full-time,"$50,000 to under $75,000",6,Yes,No,Yes,Borrowed the book from a friend or family member,Yes,Yes
50,Female,Black or African-American,Never been married,College graduate,Employed full-time,"$40,000 to under $50,000",6,Yes,No,No,Got the book some other way,No,Yes
49,Male,Black or African-American,Never been married,College graduate,Employed full-time,"$50,000 to under $75,000",6,Yes,No,No,Borrowed the book from a friend or family member,Yes,No
49,Female,Black or African-American,Never been married,High school graduate,Not employed for pay,"Less than $10,000",6,Yes,No,No,Purchased the book,No,No
48,Female,Black or African-American,Married,"Some college, no 4-year degree",Employed full-time,"$10,000 to under $20,000",6,Yes,No,No,Purchased the book,No,Yes
47,Male,Black or African-American,Married,Post-graduate training/professional school after college,Employed full-time,"$100,000 to under $150,000",6,Yes,No,Yes,Purchased the book,Yes,Yes
33,Male,Black or African-American,Never been married,High school graduate,Retired,"9$100,000 to under $150,000",6,Yes,No,No,Borrowed the book from a library,Yes,No
30,Male,Black or African-American,Married,"Technical, trade or vocational school AFTER high school",Employed full-time,"$75,000 to under $100,000",6,Yes,No,No,Purchased the book,Yes,Yes
30,Female,Black or African-American,Never been married,Post-graduate training/professional school after college,Employed full-time,Refused,6,Yes,No,Yes,Got the book some other way,Yes,Yes
29,Male,Black or African-American,Separated,High school graduate,Employed full-time,"$40,000 to under $50,000",6,Yes,No,Yes,Got the book some other way,Yes,Yes
28,Male,Black or African-American,Living with a partner,High school graduate,Not employed for pay,"$30,000 to under $40,000",6,Yes,No,No,Purchased the book,Yes,Yes
21,Male,Black or African-American,Never been married,High school graduate,Employed full-time,"$10,000 to under $20,000",6,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
19,Female,Black or African-American,Never been married,High school graduate,Not employed for pay,"9$100,000 to under $150,000",6,Yes,No,No,Borrowed the book from a friend or family member,No,No
18,Male,Black or African-American,Never been married,High school graduate,Not employed for pay,"9$100,000 to under $150,000",6,Yes,No,No,Got the book some other way,Yes,Yes
16,Female,Black or African-American,Never been married,None,Not employed for pay,"$10,000 to under $20,000",6,Yes,No,No,Purchased the book,Yes,No
85,Female,White,Married,"Some college, no 4-year degree",Retired,Refused,6,Yes,No,No,Purchased the book,Yes,Yes
80,Male,White,Married,Post-graduate training/professional school after college,Retired,Refused,6,Yes,No,No,Borrowed the book from a library,Yes,Yes
79,Female,White,Married,Post-graduate training/professional school after college,Retired,"$75,000 to under $100,000",6,Yes,No,No,Borrowed the book from a library,Yes,Yes
77,Male,White,Widowed,High school graduate,Retired,"$10,000 to under $20,000",6,Yes,No,No,Purchased the book,Yes,No
76,Female,White,Widowed,High school graduate,Retired,"$20,000 to under $30,000",6,Yes,No,No,Purchased the book,No,Yes
75,Female,White,Married,College graduate,Retired,"$100,000 to under $150,000",6,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
74,Female,White,Married,High school graduate,Retired,Refused,6,Yes,No,No,Borrowed the book from a friend or family member,No,No
73,Female,White,Divorced,High school graduate,Retired,"$10,000 to under $20,000",6,Yes,No,No,Purchased the book,Yes,Yes
73,Male,White,Married,College graduate,Retired,"$30,000 to under $40,000",6,Yes,Yes,No,Borrowed the book from a library,Yes,Yes
73,Female,White,Married,High school graduate,Employed part-time,Refused,6,Yes,No,No,Borrowed the book from a library,Yes,Yes
72,Female,White,Married,High school graduate,Retired,"$50,000 to under $75,000",6,Yes,No,No,Borrowed the book from a friend or family member,Yes,No
72,Male,White,Married,High school graduate,Retired,"$100,000 to under $150,000",6,Yes,No,Yes,Purchased the book,Yes,Yes
70,Male,White,Married,High school graduate,Retired,"$10,000 to under $20,000",6,Yes,No,No,Borrowed the book from a friend or family member,No,No
70,Male,White,Living with a partner,College graduate,Employed full-time,"$100,000 to under $150,000",6,Yes,No,Yes,Purchased the book,Yes,Yes
69,Male,White,Married,College graduate,Retired,"$75,000 to under $100,000",6,Yes,No,Yes,Purchased the book,Yes,Yes
68,Male,White,Married,High school graduate,Retired,"$40,000 to under $50,000",6,No,No,No,Borrowed the book from a friend or family member,Yes,Yes
68,Female,White,Married,"Some college, no 4-year degree",Retired,Refused,6,Yes,No,No,Purchased the book,Yes,Yes
68,Female,White,Married,"Some college, no 4-year degree",Retired,"$40,000 to under $50,000",6,Yes,No,Yes,Purchased the book,No,No
67,Male,White,Never been married,Post-graduate training/professional school after college,Retired,"$20,000 to under $30,000",6,Yes,No,Yes,Purchased the book,No,Yes
67,Male,White,Married,High school graduate,Retired,"$50,000 to under $75,000",6,Yes,No,No,Borrowed the book from a friend or family member,Yes,No
67,Female,White,Married,College graduate,Not employed for pay,"$50,000 to under $75,000",6,Yes,No,No,Borrowed the book from a library,Yes,Yes
67,Male,White,Married,High school graduate,Employed full-time,"$100,000 to under $150,000",6,Yes,No,Yes,Purchased the book,Yes,Yes
66,Male,White,Divorced,"Some college, no 4-year degree",Retired,"$20,000 to under $30,000",6,No,Yes,Yes,Purchased the book,Yes,Yes
65,Male,White,Married,High school graduate,Retired,"9$100,000 to under $150,000",6,Yes,No,No,Purchased the book,Yes,Yes
65,Female,White,Married,"Some college, no 4-year degree",Retired,"$50,000 to under $75,000",6,Yes,No,No,Purchased the book,Yes,Yes
64,Female,White,Widowed,High school graduate,Employed full-time,"$75,000 to under $100,000",6,Yes,No,No,Borrowed the book from a friend or family member,Yes,No
64,Male,White,Married,"Some college, no 4-year degree",Employed part-time,"$50,000 to under $75,000",6,Yes,No,No,Purchased the book,No,No
63,Female,White,Married,Post-graduate training/professional school after college,Employed full-time,"$75,000 to under $100,000",6,Yes,No,No,Purchased the book,Yes,Yes
63,Male,White,Married,Post-graduate training/professional school after college,Retired,"$75,000 to under $100,000",6,Yes,No,No,Purchased the book,Yes,No
63,Male,White,Divorced,"Some college, no 4-year degree",Disabled,"$30,000 to under $40,000",6,Yes,No,No,Borrowed the book from a friend or family member,Yes,No
62,Female,White,Married,"Some college, no 4-year degree",Employed full-time,"$50,000 to under $75,000",6,Yes,No,No,Purchased the book,Yes,Yes
61,Female,White,Divorced,"Some college, no 4-year degree",Not employed for pay,"Less than $10,000",6,Yes,Don’t know,Don’t know,Borrowed the book from a friend or family member,Yes,Yes
